Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Thu Giang - Nguyễn Duy Cần,Óc Sáng Suốt  (Tái Bản 2022),,NXB Trẻ,110000,216,93500,31/03/2017,NXB Trẻ,Còn hàng,280
Charles Perrault,Nàng Lọ Lem,,NXB Kim Đồng,199000,44,169000,27/03/2017,NXB Kim Đồng,Hết hàng,140
Patricia Highsmith,Carol,"Patricia Highsmith's story of romantic obsession may be one of the most important, but still largely unrecognized, novels of the twentieth century. First published in 1952 and touted as ""the novel of a love that society forbids,"" the book soon became a cult classic.",Phương Nam,325000,304,276000,01/02/2017,WW Norton,Hết hàng,250
Nhiều tác giả,Bộ Kỹ Năng Ứng Xử (Bộ 5 Cuốn) - Tặng Kèm CD,"Bộ sách gồm 5 cuốn. Mỗi cuốn là một tập hợp riêng của 5 cây bút viết về thiếu nhi quen thuộc: Hồ Huy Sơn, Võ Thu Hương, Trương Quỳnh Như Trân, Nguyễn Thị Kim Hòa, Võ Mạnh Hảo… Những câu chuyện dễ thương và gần gũi từ mỗi trang",First News - Trí Việt,160000,280,136000,24/03/2017,NXB Tổng Hợp,Hết hàng,660
Donald J. Trump,Đường Đến Thành Công Đỉnh Cao,Sách tập hợp những tư tưởng cốt lõi đã dẫn đến thành công của 150,Phương Nam,55000,271,46500,01/11/2012,NXB Trẻ,Hết hàng,280
Nguyễn Thùy Anh,Mẹ Nấu Ăn Ngon Tuyệt - Tập 1,Hy vọng cuốn,NXB Phụ Nữ,60000,72,51000,01/02/2017,NXB Phụ Nữ,Hết hàng,154
Nguyễn Thùy Anh,Mẹ Nấu Ăn Ngon Tuyệt - Tập 2,Hy vọng cuốn,NXB Phụ Nữ,60000,72,51000,01/02/2017,NXB Phụ Nữ,Hết hàng,154
Lưu Thế Anh,Số 1 Thế Giới - Mã Vân & Đế Chế Alibaba,Việc lên sàn thành công tại Mỹ càng chứng tỏ vị thế hàng đầu thế giới của trang web thương mại điện tử Alibaba. Alibaba đã chinh phục thế giới bằng cách nào?,Phương Nam,90000,255,76500,01/03/2017,NXB Hồng Đức,Hết hàng,455
Zhao Li Rong,Mẹ Các Nước Dạy Con Trưởng Thành - Mẹ Đức Dạy Con Kỉ Luật (Tái Bản 2022),"là cuốn sách hữu ích dành cho các bậc làm cha mẹ tham khảo về cách nuôi dạy con tự lập, kiên cường và trách nhiệm.",NXB Kim Đồng,65000,240,55000,12/05/2019,NXB Kim Đồng,Còn hàng,490
Adam J. Jackson,Mặt Phải - Đi Tìm Những Cơ Hội Tiềm Ẩn Trong Cuộc Sống,"Không những thế,",TGM,115000,364,97500,30/03/2017,NXB Phụ Nữ,Hết hàng,620
Mika,Combo Bầu Trời Tình Yêu (Bộ 2 Tập),Nếu ngày ấy em không gặp anh,Bão,198000,872,168000,04/04/2017,NXB Dân Trí,Hết hàng,"1,100"
Hồ Chí Minh,"Nâng Cao Đạo Đức Cách Mạng, Quét Sạch Chủ Nghĩa Cá Nhân","Trong công cuộc đẩy mạnh toàn diện, đồng bộ công cuộc đổi mới; phát triển kinh tế nhanh, bền vững, phấn đấu sớm đưa nước ta trở thành nước công nghiệp theo hướng hiện đại hiện nay, việc học tập, trao dồi và nâng cao đạo đức đối với mỗi cán bộ, đảng viên càng trở nên quan trọng và cấp bách. Chỉ có không ngừng học tập, trau dồi, nâng cao đạo đức mới đào tạo nên những con người vừa hồng vừa chuyên – một động lực to lớn góp phần đưa đất nước tiến lên, từng bước nâng cao đời sống vật chất và tinh thần của nhân dân.",NXB Trẻ,30000,64,25500,31/03/2017,NXB Trẻ,Hết hàng,160
Mika,Bầu Trời Tình Yêu - Tập 2,Nếu ngày ấy em không gặp anh,Bão,99000,440,84000,04/04/2017,NXB Dân Trí,Hết hàng,550
Phạm Ngọc Thanh,Để Con Được Lớn Khôn,"Theo định nghĩa của Tổ Chức Y Tế Thế Giới từ năm 1948, sức khỏe không phải là không có bệnh tật mà phải là tình trạng thoải mái về thể chất, tinh thần và xã hội. Kể từ khi ngành tâm lý học phát triển đến nay, các chuyên gia đều nhấn mạnh đến sự phát triển của con người từ lúc thụ tinh, trong lòng mẹ và hai năm đầu đời. Bởi, sự phát triển con người không chỉ về mặt trí tuệ mà còn về các lĩnh vực như vận động, cảm xúc, hành vi, dục năng, ngôn ngữ… mới có thể xem là sự phát triển toàn diện. Và, những gì xảy ra trong giai đoạn những năm đầu đời gần như quyết định tất cả các yếu tố trên.",First News - Trí Việt,120000,128,102000,27/03/2017,NXB Tổng Hợp,Hết hàng,400
Alfred North Whitehead,Những Mục Tiêu Của Giáo Dục Và Các Tiểu Luận Khác,"Vì vậy, đối với giáo dục phổ thông, ông chủ trương “không dạy quá nhiều môn học” và “dạy cái gì thì phải dạy cho thấu đáo”. Dạy ít, nhưng là những nội dung quan trọng, mà người học dù là trẻ nhỏ cũng biến được tri thức đó thành của mình và “biết cách áp dụng chúng ngay lập tức trong những tình huống của cuộc đời thực”. Điều đó làm cho tri thức thực sự hữu dụng; bản chất của sự thông hiểu là phải hữu dụng. Nó cũng tạo nên hứng thú học tập, vì người học “cảm nghiệm được niềm vui của sự khám phá”.",ĐH Hoa Sen,120000,287,102000,01/03/2017,NXB Hồng Đức,Hết hàng,380
Phil Olley,Nâng Cấp Bản Thân Để Thành Đạt,"không chỉ đề cập tới động cơ thúc đẩy mà còn đưa ra các phương thức giúp bạn vượt qua những rào cản, khám phá khả năng của bản thân nhằm đạt được thành tích cao trong công việc. Đặc biệt, tác giả tập trung vào các ứng dụng cụ thể nhằm giúp người đọc có khả năng thực hành trong thực tế.",Phương Nam,98000,279,83000,01/03/2017,NXB Hồng Đức,Hết hàng,479
Gaston Leroux,Bóng Ma Trong Nhà Hát,Vốn là tiểu thuyết dài kỳ in trên tờ,Nhã Nam,120000,360,102000,01/07/2023,NXB Văn Học,Còn hàng,650
Bil Tierney,Từ Điển Chiêm Tinh: Tất Tần Tật Về 12 Cung Hoàng Đạo - Sự Kết Hợp Các Cung-Nhà-Hành Tinh,"Quyển sách này khám phá cách mà mười hai cung Hoàng đạo tạo nên “cấu tạo bên trong” của chúng ta, cũng như cách chúng ta lĩnh hội về con người, về các trải nghiệm ta gặp từ thế giới bên ngoài. Cả mười hai cung đều góp mặt trong biểu đồ sinh của bạn, và dù với mức độ ảnh hưởng khác nhau chúng đều “tặng” cho bạn những phẩm chất riêng.",Văn Việt,73000,290,62000,04/04/2017,NXB Thế Giới,Hết hàng,450
Sid Fleischman,Cậu Bé Chịu Đòn Thay,"Chán chường với cuộc sống nhung lụa, hoàng tử quyết định trốn khỏi hoàng cung. Vì không có bạn, hoàng tử rủ Jemmy đi theo hầu hạ. Trên đường, hai đứa trẻ trở thành đối tượng săn đuổi của hai tên cướp khét tiếng, lâm vào đủ thứ rắc rối. Nhưng, chính các khó khăn đã thắt chặt tình bạn của hoàng tử và Jemmy. Các trải nghiệm về tình người, tinh thần tự lập, thái độ sống trách nhiệm trong chuyến đi ấy đà cảm hóa trái tim của hoàng tử ích kỉ.",NXB Kim Đồng,28000,115,23500,08/04/2017,NXB Kim Đồng,Hết hàng,200
Bil Tierney,Từ Điển Chiêm Tinh: Tất Tần Tật Về 12 Cung Hoàng Đạo - Tổng Quát Về 12 Chòm Sao,"Quyển sách này khám phá cách mà mười hai cung Hoàng đạo tạo nên “cấu tạo bên trong” của chúng ta, cũng như cách chúng ta lĩnh hội về con người, về các trải nghiệm ta gặp từ thế giới bên ngoài. Cả mười hai cung đều góp mặt trong biểu đồ sinh của bạn, và dù với mức độ ảnh hưởng khác nhau chúng đều “tặng” cho bạn những phẩm chất riêng.",Văn Việt,79000,332,67000,04/04/2017,NXB Thế Giới,Hết hàng,500
Nguyễn Khánh Linh,Ai Cũng Có Một Khoảng Trời Giấu Kín,"“Dù thế nào, em  hãy cứ hướng về phía trước, chầm chậm, chậm như hơi thở của em. Chỉ cần việc em thở, cũng là một bước tiến về phía trước rồi. Em không cần phải tiến về phía mặt trời, em chỉ cần tiến về phía trước mà thôi.”",Người Trẻ Việt,78000,396,66000,04/04/2017,NXB Văn Học,Hết hàng,550
Miura Shion,Bước Chạy Thanh Xuân,Mãi mãi không thể chạm vào vạch đích đó.,SkyBooks,98000,376,83000,05/04/2017,NXB Thế Giới,Hết hàng,500
1980 Books,Kỹ Năng Ghi Nhớ,"- Vì sao bạn thân có thể hiểu những điều ta chưa nói, nhưng người khác có nói mãi họ cũng không hiểu? Ngược lại, người khác có tốn bao nhiêu thời gian để cố gắng giải thích thì ta cũng chẳng hiểu họ muốn nói gì, còn bạn thân thì chỉ cần nhìn thôi ta cũng hiểu điều họ muốn nói? Vì sao lại thế?",1980 Books,49000,160,41500,31/03/2017,Nxb Đại học Kinh tế quốc dân,Hết hàng,260
Gustav Kobbe,Chuyện Tình Những Nhà Soạn Nhạc Thiên Tài,Chương 2: Chopin và giọng hát thiên thần - nàng Bá tước Delphine Potocka,ZenBooks,59000,192,50000,30/03/2017,NXB Văn Học,Hết hàng,320
Hoàng Bội Giai,Thế Giới Của Dư Bảo,"Trong một chuyến hành trình trên chiếc xe tải cùng bố mình, “đôi mắt quỷ” của Dư Bảo một lần nữa lại phát huy tác dụng. Cậu thực sự không ngờ rằng cuộc đời bố cậu và gia đình lại gặp nhiều biến cố tới vậy…",ChiBooks,87000,332,73500,12/04/2017,NXB Phụ Nữ,Hết hàng,450
Tom Robinson,Tớ Tư Duy Như Một Ảo Thuật Gia,"Úm ba la, muối hóa thành đường",Alphabooks,68000,140,57500,30/03/2017,NXB Dân Trí,Hết hàng,300
Hoàng Anh Tú,Hộp Đen - Có Một Đám Cưới Vừa Qua Đời,- Ngưu Lang - Chức Nữ hết thời,Đinh Tị,39000,135,33000,31/03/2017,NXB Thanh Niên,Hết hàng,230
1980 Books,Tư Duy Sáng Tạo Trong Lập Kế Hoạch Giải Quyết Vấn Đề,Nằm trong,1980 Books,45000,132,38000,26/03/2017,Nxb Đại học Kinh tế quốc dân,Hết hàng,300
Meredith Mclver,Nghĩ Như Một Tỷ Phú,"Tác giả cho người đọc thấy được cách nghĩ của một tỷ phú về tiền bạc, cuộc sống, sự nghiệp và cuộc sống. Bạn sẽ tìm thấy lời khuyên giá trị về đầu tư bất động sản, từ đánh giá bất động sản đến việc mua, bán và tái đầu tư. Bên cạnh đó, ông cũng chỉ cho bạn cách gây ấn tượng với mọi người, cách ""chỉnh"" và phê bình người khác, cách để hiểu bạn bè... tất cả mọi thứ bạn cần để tiến về phía trước.",NXB Trẻ,72000,254,61000,08/04/2017,NXB Trẻ,Hết hàng,454
Hoàng Anh Tú,Hộp Đen - Bạn Cùng Giường,"- Tân hôn - Hấp dẫn, lãng mạn, và cả những… “sự cố nhớ đời”",Đinh Tị,39000,135,33000,31/03/2017,NXB Thanh Niên,Hết hàng,230
Hoàng Anh Tú,Hộp Đen - Những Bí Mật Thời Thiếu Nữ,"- Những mảnh vụn ký ức, tốt nhất hãy để gió cuốn đi…",Đinh Tị,30000,107,25500,31/03/2017,NXB Thanh Niên,Hết hàng,200
Đức Nhân,Mùa Quên Về Thăm Phố,"Nhưng lẩn khuất trong từng ngõ ngách của thành phố đó, chúng ta vẫn tìm thấy những ngọt ngào và dịu dàng của tình yêu. Dù có đôi lúc, “Mùa quên về thăm phố”…",Trí Đức,79000,268,67000,08/04/2017,NXB Văn Học,Hết hàng,400
Ngô Thuận,Những Con Cá Mắc Cạn,,Đinh Tị,50000,136,42500,31/03/2017,NXB Thanh Niên,Hết hàng,230
Thanh An,Ngàn Dặm Tương Tư,Em sẽ giữ chàng bình an.,Đinh Tị,79000,272,67000,31/03/2017,NXB Văn Học,Hết hàng,370
Phan Việt,Về Nhà - Bất Hạnh Là Một Tài Sản (Tái Bản 2019),,Nhã Nam,99000,395,84000,31/03/2017,NXB Hội Nhà Văn,Hết hàng,550
Rieko Nakagawa,Guri Và Gura,"Nhưng dù ở đất nước nào, hình ảnh hai chú chuột đồng sáng dạ và nhân hậu cũng được giữ gìn nguyên vẹn, được Japan Times đánh giá là hai chú chuột nổi tiếng nhất Nhật Bản, tạo nên một mở đầu thành công tuyệt vời cho cả bộ truyện.",IPM,32000,28,27000,31/03/2017,NXB Hồng Đức,Hết hàng,120
Rieko Nakagawa,Vị Khách Bí Ẩn Của Guri Và Gura,"Nhưng dù ở đất nước nào, hình ảnh hai chú chuột đồng sáng dạ và nhân hậu cũng được giữ gìn nguyên vẹn, được Japan Times đánh giá là hai chú chuột nổi tiếng nhất Nhật Bản, tạo nên một mở đầu thành công tuyệt vời cho cả bộ truyện.",IPM,32000,28,27000,31/03/2017,NXB Hồng Đức,Hết hàng,120
Rieko Nakagawa,Quái Vật Biển Cả Của Guri Và Gura,"Nhưng dù ở đất nước nào, hình ảnh hai chú chuột đồng sáng dạ và nhân hậu cũng được giữ gìn nguyên vẹn, được Japan Times đánh giá là hai chú chuột nổi tiếng nhất Nhật Bản, tạo nên một mở đầu thành công tuyệt vời cho cả bộ truyện.",IPM,36000,32,30500,31/03/2017,NXB Hồng Đức,Hết hàng,130
Rieko Nakagawa,Chuyến Dã Ngoại Của Guri Và Gura,"là cuốn thứ tư trong bộ ehon kinh điển dành cho trẻ em từ 4 tuổi trở lên, kể về hai chú chuột đồng Guri Gura. Gần như người lớn và trẻ em nào ở Nhật Bản cũng từng đọc hoặc ít ra là biết tiếng bộ truyện. Ngoài ra, Guri Gura cũng được nhắc đến trong vô vàn tác phẩm khác, từ",IPM,36000,32,30500,31/03/2017,NXB Hồng Đức,Hết hàng,130
Daniel J. Siegel,Đọc Vị Tâm Trí Trẻ - Phương Pháp Nuôi Dạy Trẻ Phát Triển Trí Não Toàn Diện,"Tuy nhiên đối với con cái, chúng ta mong muốn có thể hy sinh cho con nhiều hơn là cảm giác chỉ muốn sống sót ấy. Tất nhiên bạn mong muốn vượt qua những giây phút tức giận hay chỉ có nước muốn độn thổ khó khăn ấy. Nhưng dù bạn là một người cha, người mẹ hay một người chịu trách nhiệm chăm sóc trẻ, mục tiêu cuối cùng của bạn chính là nuôi dưỡng những đứa trẻ theo cách có thể giúp chúng khôn lớn và trưởng thành. Bạn muốn chúng gây dựng được những mối quan hệ giàu ý nghĩa, biết quan tâm, chăm sóc và giàu lòng nhân ái, cảm thông; chúng có thể học hành tốt ở trường, làm việc chăm chỉ và sau đó là sống có trách nhiệm, xây dựng được cảm nhận tốt về con người bản thân.",Hương Thủy,80000,313,68000,16/02/2017,NXB Lao Động Xã Hội,Hết hàng,450
Vương Hiểu Minh,Cún Con Hình Củ Lạc,là truyện thứ ba trong,IPM,32000,100,27000,31/03/2017,NXB Hồng Đức,Hết hàng,200
Vương Hiểu Minh,Cú Xì Hơi Hình Củ Lạc,là truyện thứ hai trong,IPM,32000,100,27000,31/03/2017,NXB Hồng Đức,Hết hàng,200
Vương Hiểu Minh,Ông Lạc,là truyện thứ tư trong,IPM,32000,100,27000,31/03/2017,NXB Hồng Đức,Hết hàng,200
Han Xu,Cô Bé Quàng Khăn Đỏ Không Thấy Đường,Mời các em cùng bước vào hành trình vừa quen vừa lạ của cô bé quàng khăn đỏ nhé!,NXB Kim Đồng,48000,52,40500,31/03/2017,NXB Kim Đồng,Hết hàng,150
Tranh: Eve Tharlet,Tớ Và Cậu Đều Giỏi,"Một hôm, chuột nhắt quyết định đi ra ngoài để khám phá thế giới cho hiểu biết thêm. Dù một chân hơi ngắn, phải bước thấp bước cao, nhưng nó vẫn tự tin bước đi. Trên đường nó gặp chuột chũi mắt kém, ếch cốm nghe không rõ, nhím con nhút nhát suốt ngày co mình…",IPM,42000,30,35500,03/04/2017,NXB Hồng Đức,Hết hàng,130
William J. Cusick,Tất Cả Khách Hàng Đều Phi Lý Trí,"• Xác định lời hứa thương hiệu của công ty bạn - một quan niệm còn được hiểu một cách sơ sài nhưng cực kỳ quan trọng, nó khác biệt với mục tiêu và các chiến lược kinh doanh; Tạo nên một lời hứa thương hiệu mới nếu lời hứa thương hiệu hiện nay của bạn chưa lôi cuốn về mặt cảm xúc.",Tân Việt,68000,270,57500,31/03/2017,NXB Dân Trí,Hết hàng,400
